,Player,Span,Mat,Inns,Balls,Runs,Wkts,Ave,Econ,SR,4,5,Unnamed: 13,
30,KMC Bandara,(Srilanka),2016-2016,1,1,60,83,1,83,8.3,60,0,0,
31,Basil Hameed,(UAE),2019-2019,3,1,12,10,1,10,5,12,0,0,
32,Basit Ali,(Pakistan),1993-1996,50,2,30,21,1,21,4.2,30,0,0,
33,RR Beaton,(West Indies),2017-2017,2,2,102,102,1,102,6,102,0,0,
34,JE Benjamin,(England),1994-1995,2,2,72,47,1,47,3.91,72,0,0,
35,K Birkenstock,(NAM),2019-2019,5,1,6,5,1,5,5,6,0,0,
36,BR Blair,(Newzealand),1982-1986,14,2,30,34,1,34,6.8,30,0,0,
37,GK Bose,(INDIA),1974-1974,1,1,66,39,1,39,3.54,66,0,0,
38,BP Bracewell,(Newzealand),1978-1978,1,1,66,41,1,41,3.72,66,0,0,
39,KC Brathwaite,(West Indies),2016-2017,10,5,152,140,1,140,5.52,152,0,0,
40,VR Brown,(Newzealand),1988-1988,3,2,66,75,1,75,6.81,66,0,0,
41,DE Budge,(Scotland),2018-2019,3,2,36,26,1,26,4.33,36,0,0,
42,MG Burgess,(Newzealand),1973-1981,26,3,74,69,1,69,5.59,74,0,0,
43,RG Callender,(CAN),1979-1979,2,2,54,26,1,26,2.88,54,0,0,
44,LOB Cann,(BMUDA),2006-2009,26,4,100,129,1,129,7.74,100,0,0,
45,SJ Chalmers,(Scotland),2009-2009,2,2,60,49,1,49,4.9,60,0,0,
46,S Chattergoon,(West Indies),2006-2009,18,4,80,48,1,48,3.6,80,0,0,
47,MT Chinouya,(Zimbabve),2013-2013,2,2,66,50,1,50,4.54,66,0,0,
48,KJ Coetzer,(Scotland),2008-2019,59,7,179,203,1,203,6.8,179,0,0,
49,MJ Cosgrove,(Australia),2006-2006,3,2,30,13,1,13,2.6,30,0,0,
0,CJ Dala,(South Africa),2018-2018,2,2,102,121,1,121,7.11,102,0,0,
1,Dawlat Ahmadzai,(Afghanistan),2009-2010,3,3,112,121,1,121,6.48,112,0,0,
2,TN de Grooth,(Netherland),2006-2013,34,1,6,2,1,2,2,6,0,0,
3,BFW de Leede,(Netherland),2018-2019,3,2,23,15,1,15,3.91,23,0,0,
4,JL Denly,(England),2009-2019,13,3,66,60,1,60,5.45,66,0,0,
5,R Dhawan,(INDIA),2016-2016,3,3,150,160,1,160,6.4,150,0,0,
6,MS Dhoni,(INDIA),2004-2019,350,2,36,31,1,31,5.16,36,0,0,
7,PS Eaglestone,(Ireland),2008-2008,1,1,42,60,1,60,8.57,42,0,0,
8,GN Edwards,(Newzealand),1976-1981,6,1,6,5,1,5,5,6,0,0,
9,Faisal Hossain,(Bangladesh),2004-2010,6,2,73,53,1,53,4.35,73,0,0,
10,Fakhar Zaman,(Pakistan),2017-2019,46,7,135,111,1,111,4.93,135,0,0,
11,TL Fernando,(Srilanka),1989-1989,1,1,18,16,1,16,5.33,18,0,0,
12,SP Fleming,(Newzealand),1994-2007,280,3,29,28,1,28,5.79,29,0,0,
13,MJ Fourie,(Ireland),2007-2008,7,5,179,128,1,128,4.29,179,0,0,
14,AN French,(HKG),2004-2004,2,2,72,67,1,67,5.58,72,0,0,
15,AD Gaekwad,(INDIA),1975-1987,15,1,48,39,1,39,4.87,48,0,0,
16,D Ganesh,(INDIA),1997-1997,1,1,30,20,1,20,4,30,0,0,
17,TN Garwe,(Zimbabve),2009-2009,1,1,36,50,1,50,8.33,36,0,0,
18,RS Gavaskar,(INDIA),2004-2004,11,2,72,74,1,74,6.16,72,0,0,
19,SM Gavaskar,(INDIA),1974-1987,108,4,20,25,1,25,7.5,20,0,0,
20,BD Glover,(Netherland),2019-2019,1,1,60,37,1,37,3.7,60,0,0,
21,Y Goonasekera,(Srilanka),1983-1983,3,2,36,35,1,35,5.83,36,0,0,
22,EL Gouka,(Netherland),1996-1996,3,2,22,51,1,51,13.9,22,0,0,
23,VD Grandia,(Netherland),2002-2002,1,1,30,40,1,40,8,30,0,0,
24,CG Greenidge,(West Indies),1975-1991,128,2,60,45,1,45,4.5,60,0,0,
25,RD Gudhka,(KENYA),2011-2011,2,2,78,60,1,60,4.61,78,0,0,
26,Habibul Bashar,(Bangladesh),1995-2007,111,6,175,142,1,142,4.86,175,0,0,
27,LJ Hamilton,(Newzealand),2005-2005,2,2,108,143,1,143,7.94,108,0,0,
28,JR Hammond,(Australia),1972-1972,1,1,54,41,1,41,4.55,54,0,0,
29,MJ Haslam,(Newzealand),1992-1992,1,1,30,28,1,28,5.6,30,0,0,
30,DL Hemp,(BMUDA),2006-2009,22,4,114,119,1,119,6.26,114,0,0,
31,BE Hendricks,(South Africa),2019-2019,4,3,126,106,1,106,5.04,126,0,0,
32,RR Hendricks,(South Africa),2018-2019,18,3,42,47,1,47,6.71,42,0,0,
33,BJ Hodge,(Australia),2005-2007,25,3,66,51,1,51,4.63,66,0,0,
34,DW Hookes,(Australia),1977-1986,39,3,29,28,1,28,5.79,29,0,0,
35,DL Houghton,(Zimbabve),1983-1997,63,1,12,19,1,19,9.5,12,0,0,
36,Iftikhar Ahmed,(Pakistan),2015-2019,4,4,138,101,1,101,4.39,138,0,0,
37,Ijaz Ahmed jnr,(Pakistan),1997-1997,2,2,30,25,1,25,5,30,0,0,
38,Imran Nazir,(Pakistan),1999-2009,79,4,49,48,1,48,5.87,49,0,0,
39,F Jansen,(Netherland),1996-1996,2,2,54,62,1,62,6.88,54,0,0,
40,PS Jayaprakashdaran,(Srilanka),2005-2005,1,1,36,21,1,21,3.5,36,0,0,
41,TE Jesty,(England),1983-1983,10,4,108,93,1,93,5.16,108,0,0,
42,Joginder Sharma,(INDIA),2004-2007,4,4,150,115,1,115,4.6,150,0,0,
43,HR Johnson,(USA),2004-2004,2,2,60,69,1,69,6.9,60,0,0,
44,S Jyoti,(CAN),2006-2010,14,4,120,90,1,90,4.5,120,0,0,
45,VG Kambli,(INDIA),1991-2000,104,1,4,7,1,7,10.5,4,0,0,
46,Kashif Raza,(Pakistan),2001-2001,1,1,30,36,1,36,7.2,30,0,0,
47,GE Kidd,(Ireland),2007-2008,6,5,216,172,1,172,4.77,216,0,0,
48,R Lamba,(INDIA),1986-1989,32,3,19,20,1,20,6.31,19,0,0,
49,D Lloyd,(England),1973-1980,8,1,12,3,1,3,1.5,12,0,0,
0,JL Louw,(NAM),2003-2003,1,1,60,60,1,60,6,60,0,0,
1,SV Manjrekar,(INDIA),1988-1996,74,3,8,10,1,10,7.5,8,0,0,
2,AV Mankad,(INDIA),1974-1974,1,1,35,47,1,47,8.05,35,0,0,
3,Mansoor Amjad,(Pakistan),2008-2008,1,1,48,44,1,44,5.5,48,0,0,
4,AW Mathieson,(Newzealand),2015-2015,1,1,24,40,1,40,10,24,0,0,
5,DES Maxwell,(CAN),2006-2007,10,3,72,70,1,70,5.83,72,0,0,
6,PHKD Mendis,(Srilanka),2019-2019,2,2,84,79,1,79,5.64,84,0,0,
7,T Mishra,(KENYA),2006-2013,42,2,9,12,1,12,8,9,0,0,
8,Mohammad Abbas,(Pakistan),2019-2019,3,3,162,153,1,153,5.66,162,0,0,
9,Mohammad Yousuf,(Pakistan),1998-2010,288,2,2,1,1,1,3,2,0,0,
10,Mohsin Khan,(Pakistan),1977-1986,75,2,12,5,1,5,2.5,12,0,0,
11,Mujahid Jamshed,(Pakistan),1997-1997,4,1,24,6,1,6,1.5,24,0,0,
12,W Mwayenga,(Zimbabve),2002-2004,3,3,126,157,1,157,7.47,126,0,0,
13,J Nagenda,(EAf),1975-1975,1,1,54,50,1,50,5.55,54,0,0,
14,PG Nana,(EAf),1975-1975,3,3,173,116,1,116,4.02,173,0,0,
15,DP Nannes,(Australia),2009-2009,1,1,42,20,1,20,2.85,42,0,0,
16,SV Nayak,(INDIA),1981-1982,4,4,222,161,1,161,4.35,222,0,0,
17,A Ndlovu,(Zimbabve),2019-2019,2,2,102,80,1,80,4.7,102,0,0,
18,Neeyamur Rashid,(Bangladesh),1999-1999,2,2,78,66,1,66,5.07,78,0,0,
19,A Neill,(Scotland),2019-2019,1,1,55,24,1,24,2.61,55,0,0,
20,AA Noffke,(Australia),2008-2008,1,1,54,46,1,46,5.11,54,0,0,
21,SD Outerbridge,(BMUDA),2006-2009,23,7,120,94,1,94,4.7,120,0,0,
22,JS Paris,(Australia),2016-2016,2,2,96,93,1,93,5.81,96,0,0,
23,JM Parker,(Newzealand),1974-1981,24,1,16,10,1,10,3.75,16,0,0,
24,AJ Penn,(Newzealand),1997-2001,5,5,159,201,1,201,7.58,159,0,0,
25,N Phillip,(West Indies),1978-1978,1,1,42,22,1,22,3.14,42,0,0,
26,PM PushPakistanumara,(Srilanka),2017-2017,2,2,114,105,1,105,5.52,114,0,0,
27,S Ramesh,(INDIA),1999-1999,24,3,36,38,1,38,6.33,36,0,0,
28,N Ranatunga,(Srilanka),1993-1993,2,2,102,82,1,82,4.82,102,0,0,
29,SHA Rance,(Newzealand),2017-2017,2,2,105,110,1,110,6.28,105,0,0,
30,U Ranchod,(Zimbabve),1992-1993,3,3,174,130,1,130,4.48,174,0,0,
31,DW Randall,(England),1976-1985,49,1,2,2,1,2,6,2,0,0,
32,Randhir Singh,(INDIA),1981-1983,2,2,72,48,1,48,4,72,0,0,
33,SS Raul,(INDIA),1998-1998,2,2,36,27,1,27,4.5,36,0,0,
34,Raza0ur0Rehman,(CAN),2013-2014,6,5,122,128,1,128,6.29,122,0,0,
35,Raza Hasan,(Pakistan),2014-2014,1,1,60,68,1,68,6.8,60,0,0,
36,V Razdan,(INDIA),1989-1990,3,3,84,77,1,77,5.5,84,0,0,
37,CA Reid,(USA),2004-2004,2,2,78,63,1,63,4.84,78,0,0,
38,RB Reid,(Newzealand),1988-1991,9,1,7,13,1,13,11.14,7,0,0,
39,RB Richardson,(West Indies),1983-1996,224,6,58,46,1,46,4.75,58,0,0,
40,ADG Roberts,(Newzealand),1976-1976,1,1,56,30,1,30,3.21,56,0,0,
41,RJ Robinson,(BMUDA),2007-2009,3,3,138,170,1,170,7.39,138,0,0,
42,TS Roland0Jones,(England),2017-2017,1,1,42,34,1,34,4.85,42,0,0,
43,LC Romero,(USA),2004-2004,2,1,24,52,1,52,13,24,0,0,
44,RR Rossouw,(South Africa),2014-2016,36,3,45,44,1,44,5.86,45,0,0,
45,Sameer Zia,(UAE),2004-2004,1,1,60,44,1,44,4.4,60,0,0,
46,Saqib Ali,(UAE),2008-2014,5,2,60,57,1,57,5.7,60,0,0,
47,Saqib Zulfiqar,(Netherland),2019-2019,1,1,42,49,1,49,7,42,0,0,
48,Sayed Shirzad,(Afghanistan),2019-2019,2,1,48,56,1,56,7,48,0,0,
49,BN Schultz,(South Africa),1992-1992,1,1,54,35,1,35,3.88,54,0,0,
0,BB Seebaran,(CAN),2003-2003,4,3,108,130,1,130,7.22,108,0,0,
1,RK Sethi,(EAf),1975-1975,3,3,120,100,1,100,5,120,0,0,
2,Shehzad Altaf,(UAE),1996-1996,2,2,78,37,1,37,2.84,78,0,0,
3,Shakeel Khan,(Pakistan),1987-1987,1,1,54,50,1,50,5.55,54,0,0,
4,M Shezi,(South Africa),2014-2014,1,1,36,8,1,8,1.33,36,0,0,
5,LR Shukla,(INDIA),1999-1999,3,3,114,94,1,94,4.94,114,0,0,
6,K Shuttleworth,(England),1971-1971,1,1,56,29,1,29,3.1,56,0,0,
7,LPC Silva,(Srilanka),1999-2011,75,2,42,33,1,33,4.71,42,0,0,
8,LMP Simmons,(West Indies),2006-2015,68,12,156,172,1,172,6.61,156,0,0,
9,RP Singh,(INDIA),1986-1986,2,2,82,77,1,77,5.63,82,0,0,
10,MA Small,(West Indies),1984-1984,2,2,84,54,1,54,3.85,84,0,0,
11,RAJ Smith,(Scotland),2016-2016,2,2,90,97,1,97,6.46,90,0,0,
12,S Snater,(Netherland),2018-2018,2,2,71,63,1,63,5.32,71,0,0,
13,GS Sobers,(West Indies),1973-1973,1,1,63,31,1,31,2.95,63,0,0,
14,Sohaib Maqsood,(Pakistan),2013-2016,26,4,54,42,1,42,4.66,54,0,0,
15,VS Solanki,(England),2000-2006,51,7,111,105,1,105,5.67,111,0,0,
16,OP Stone,(England),2018-2018,4,3,96,97,1,97,6.06,96,0,0,
17,GM Strydom,(Zimbabve),2006-2006,12,4,66,61,1,61,5.54,66,0,0,
18,R Strydom,(Ireland),2008-2008,9,1,48,63,1,63,7.87,48,0,0,
19,Subashis Roy,(Bangladesh),2016-2016,1,1,60,45,1,45,4.5,60,0,0,
20,Syed Maqsood,(UAE),2004-2004,2,2,66,84,1,84,7.63,66,0,0,
21,Tanvir Mehdi,(Pakistan),1992-1992,1,1,66,72,1,72,6.54,66,0,0,
22,Taufeeq Umar,(Pakistan),2001-2011,22,3,72,85,1,85,7.08,72,0,0,
23,GJ Thompson,(Ireland),2008-2008,3,3,72,73,1,73,6.08,72,0,0,
24,AL Thomson,(Australia),1971-1971,1,1,64,22,1,22,2.06,64,0,0,
25,Tushar Imran,(Bangladesh),2001-2007,41,5,126,103,1,103,4.9,126,0,0,
26,Umair Ali,(UAE),2015-2015,2,2,108,125,1,125,6.94,108,0,0,
27,Usman Ghani,(Afghanistan),2014-2017,15,2,38,34,1,34,5.36,38,0,0,
28,BO van Rooi,(NAM),2003-2003,3,3,120,119,1,119,5.95,120,0,0,
29,MA Vermeulen,(Zimbabve),2000-2009,43,1,5,5,1,5,6,5,0,0,
30,M Vijay,(INDIA),2010-2015,17,2,36,37,1,37,6.16,36,0,0,
31,L Vincent,(Newzealand),2001-2007,102,3,20,25,1,25,7.5,20,0,0,
32,Waheed Ahmed,(UAE),2019-2019,2,2,30,29,1,29,5.8,30,0,0,
33,Washington Sundar,(INDIA),2017-2017,1,1,60,65,1,65,6.5,60,0,0,
34,Wasim Haider,(Pakistan),1992-1992,3,3,114,79,1,79,4.15,114,0,0,
35,S Weerakoon,(Srilanka),2012-2012,2,1,60,49,1,49,4.9,60,0,0,
36,BA Westdijk,(Netherland),2011-2011,4,4,156,195,1,195,7.5,156,0,0,
37,S Wettimuny,(Srilanka),1982-1987,35,6,57,70,1,70,7.36,57,0,0,
38,CG Williams,(NAM),2019-2019,5,4,126,91,1,91,4.33,126,0,0,
39,SC Williams,(West Indies),1994-1999,57,1,24,30,1,30,7.5,24,0,0,
40,DJ Worrall,(Australia),2016-2016,3,3,158,171,1,171,6.49,158,0,0,
41,J Yadav,(INDIA),2016-2016,1,1,24,8,1,8,2,24,0,0,
42,Yashpal Sharma,(INDIA),1978-1985,42,8,201,199,1,199,5.94,201,0,0,
43,BE Young,(Australia),1998-1999,6,5,234,251,1,251,6.43,234,0,0,
44,Zain Abbas,(HKG),2008-2008,1,1,36,56,1,56,9.33,36,0,0,
45,AK Zesers,(Australia),1987-1987,2,2,90,74,1,74,4.93,90,0,0,
46,Aarif Sheikh,(NEPAL),2018-2019,6,1,12,10,0,0,5,0,0,0,
47,S Abrahams,(South Africa),2000-2000,1,1,60,40,0,0,4,0,0,0,
48,Abul Hasan,(Bangladesh),2012-2018,7,7,216,244,0,0,6.77,0,0,0,
49,FS Ahangama,(Srilanka),1985-1985,1,1,18,23,0,0,7.66,0,0,0,
0,Ahmed Shah,(Afghanistan),2009-2009,1,1,6,12,0,0,12,0,0,0,
1,Akram Khan,(Bangladesh),1988-2003,44,6,117,138,0,0,7.07,0,0,0,
2,Aman Ali,(UAE),2008-2008,1,1,12,22,0,0,11,0,0,0,
3,PK Amre,(INDIA),1991-1994,37,1,2,4,0,0,12,0,0,0,
4,J Anderson,(Ireland),2014-2016,8,2,30,20,0,0,4,0,0,0,
5,Anisur Rahman,(Bangladesh),1995-1998,2,2,48,68,0,0,8.5,0,0,0,
6,Anwar Hossain Monir,(Bangladesh),2002-2002,1,1,48,45,0,0,5.62,0,0,0,
7,Ariful Haque,(Bangladesh),2018-2018,1,1,18,17,0,0,5.66,0,0,0,
8,Asad Shafiq,(Pakistan),2010-2017,60,2,12,18,0,0,9,0,0,0,
9,Ashfaq Ahmed,(Pakistan),1994-1994,3,3,102,84,0,0,4.94,0,0,0,
10,Asif Ali,(Pakistan),2018-2019,18,1,5,9,0,0,10.8,0,0,0,
11,Asif Iqbal,1,(UAE),201502015,1,1,24,32,0,0,8,0,0,0
12,MS Atapattu,(Srilanka),1990-2007,268,2,51,41,0,0,4.82,0,0,0,
13,CWJ Athey,(England),1980-1988,31,1,6,10,0,0,10,0,0,0,
14,RA Austin,(West Indies),1978-1978,1,1,6,13,0,0,13,0,0,0,
15,Babar Hayat,(HKG),2014-2018,22,1,6,9,0,0,9,0,0,0,
16,RJ Bailey,(England),1985-1990,4,1,36,25,0,0,4.16,0,0,0,
17,W Barresi,(Netherland),2010-2019,32,3,30,37,0,0,7.4,0,0,0,
18,OO Bascome,(BMUDA),2008-2008,6,2,18,22,0,0,7.33,0,0,0,
19,TC Bastiampillai,(CAN),2007-2014,13,3,24,31,0,0,7.75,0,0,0,
20,Bazid Khan,(Pakistan),2004-2008,5,1,12,11,0,0,5.5,0,0,0,
21,CA Best,(West Indies),1986-1992,24,2,19,12,0,0,3.78,0,0,0,
22,MI Black,(West Indies),2001-2001,5,5,228,196,0,0,5.15,0,0,0,
23,J Blackwood,(West Indies),2015-2015,2,1,18,16,0,0,5.33,0,0,0,
24,DL Blake,(USA),2004-2004,1,1,6,7,0,0,7,0,0,0,
25,GH Bodi,(South Africa),2007-2007,2,1,6,8,0,0,8,0,0,0,
26,DC Boon,(Australia),1984-1995,181,7,82,86,0,0,6.29,0,0,0,
27,SG Borthwick,(England),2011-2011,2,2,54,72,0,0,8,0,0,0,
28,T Bosch,(South Africa),1992-1992,2,2,51,66,0,0,7.76,0,0,0,
29,JWHD Boteju,(Srilanka),1999-1999,2,2,102,113,0,0,6.64,0,0,0,
30,SA Britton,(Ireland),2009-2009,1,1,36,37,0,0,6.16,0,0,0,
31,BC Broad,(England),1987-1988,34,1,6,6,0,0,6,0,0,0,
32,AD Brown,(England),1996-2001,16,1,6,5,0,0,5,0,0,0,
33,CE Bulfin,(Newzealand),1999-1999,4,3,102,109,0,0,6.41,0,0,0,
34,SF Burger,(NAM),2003-2003,2,2,66,67,0,0,6.09,0,0,0,
35,JD Campbell,(West Indies),2019-2019,6,1,6,13,0,0,13,0,0,0,
36,MA Carberry,(England),2013-2014,6,1,6,12,0,0,12,0,0,0,
37,KED Carroll,(Ireland),2007-2007,6,1,6,8,0,0,8,0,0,0,
38,G Chapple,(England),2006-2006,1,1,24,14,0,0,3.5,0,0,0,
39,J Charles,(West Indies),2012-2016,48,1,5,12,0,0,14.4,0,0,0,
40,K Christie,(HKG),2016-2016,1,1,6,18,0,0,18,0,0,0,
41,DB Close,(England),1972-1972,3,1,18,21,0,0,7,0,0,0,
42,DJ Colley,(Australia),1972-1972,1,1,66,72,0,0,6.54,0,0,0,
43,AN Connolly,(Australia),1971-1971,1,1,64,62,0,0,5.81,0,0,0,
44,JJ Crowe,(Newzealand),1983-1990,75,1,6,1,0,0,1,0,0,0,
45,CD Cumming,(Newzealand),2003-2009,13,1,18,17,0,0,5.66,0,0,0,
46,GN de Silva,(Srilanka),1983-1985,4,4,194,169,0,0,5.22,0,0,0,
47,BJ Diamanti,(Newzealand),2009-2009,1,1,12,25,0,0,12.5,0,0,0,
48,S Dube,(INDIA),2019-2019,1,1,47,68,0,0,8.68,0,0,0,
49,N Dutta,(CAN),2013-2013,1,1,36,31,0,0,5.16,0,0,0,
0,DD Ebrahim,(Zimbabve),2001-2005,82,2,5,11,0,0,13.2,0,0,0,
1,BA Edgar,(Newzealand),1978-1986,64,1,12,5,0,0,2.5,0,0,0,
2,WJ Edwards,(Australia),1975-1975,1,1,1,0,0,0,0,0,0,0,
3,RR Emrit,(West Indies),2007-2007,2,2,84,99,0,0,7.07,0,0,0,
4,MG Erasmus,(NAM),2019-2019,5,3,96,65,0,0,4.06,0,0,0,
5,JJ Esmeijer,(Netherland),2002-2003,6,6,228,208,0,0,5.47,0,0,0,
6,Fahim Muntasir,(Bangladesh),2001-2002,3,3,169,111,0,0,3.94,0,0,0,
7,NH Fairbrother,(England),1987-1999,75,1,6,9,0,0,9,0,0,0,
8,Faisal Iqbal,(Pakistan),2000-2006,18,2,18,33,0,0,11,0,0,0,
9,Fayyaz Ahmed,(UAE),2014-2016,3,3,162,121,0,0,4.48,0,0,0,
10,Fazl0e0Akbar,(Pakistan),1998-2001,2,2,72,48,0,0,4,0,0,0,
11,Fazle Mahmud,(Bangladesh),2018-2018,2,1,18,16,0,0,5.33,0,0,0,
12,AM Fernando,(Srilanka),2017-2017,1,1,12,22,0,0,11,0,0,0,
13,BOP Fernando,(Srilanka),2019-2019,6,1,12,16,0,0,8,0,0,0,
14,ADS Fletcher,(West Indies),2008-2016,25,3,28,26,0,0,5.57,0,0,0,
15,A Flower,(Zimbabve),1992-2003,213,2,30,23,0,0,4.6,0,0,0,
16,DR Flynn,(Newzealand),2008-2012,20,3,24,25,0,0,6.25,0,0,0,
17,CR Foggo,(BMUDA),2008-2008,4,1,1,2,0,0,12,0,0,0,
18,PJ Franks,(England),2000-2000,1,1,54,48,0,0,5.33,0,0,0,
19,Frasat Ali,(EAf),1975-1975,3,3,144,107,0,0,4.45,0,0,0,
20,G Gambhir,(INDIA),2003-2013,147,1,6,13,0,0,13,0,0,0,
21,D Ganga,(West Indies),1999-2006,35,1,1,4,0,0,24,0,0,0,
22,SP Gauchan,(NEPAL),2018-2018,1,1,24,15,0,0,3.75,0,0,0,
23,TG Gordon,(CAN),2011-2011,5,2,15,25,0,0,10,0,0,0,
24,DI Gower,(England),1978-1991,114,2,5,14,0,0,16.8,0,0,0,
25,MJ Greatbatch,(Newzealand),1988-1996,84,1,6,5,0,0,5,0,0,0,
26,FRMD Gunatilleke,(Srilanka),1979-1979,1,1,54,34,0,0,3.77,0,0,0,
27,Gurkeerat Singh,(INDIA),2016-2016,3,3,60,68,0,0,6.8,0,0,0,
28,Hannan Sarkar,(Bangladesh),2002-2004,20,1,3,13,0,0,26,0,0,0,
29,Hashmatullah Shahidi,(Afghanistan),2013-2019,39,2,18,25,0,0,8.33,0,0,0,
30,ML Hayden,(Australia),1993-2008,161,1,6,18,0,0,18,0,0,0,
31,RL Hayes,(Newzealand),1995-1995,1,1,42,31,0,0,4.42,0,0,0,
32,DL Haynes,(West Indies),1978-1994,238,1,30,24,0,0,4.8,0,0,0,
33,C Hemraj,(West Indies),2018-2018,6,1,7,9,0,0,7.71,0,0,0,
34,VR Hogg,(Zimbabve),1983-1983,2,2,90,49,0,0,3.26,0,0,0,
35,DAW Hollis,(BMUDA),2008-2008,1,1,42,43,0,0,6.14,0,0,0,
36,AC Hudson,(South Africa),1991-1997,89,1,6,3,0,0,3,0,0,0,
37,KJ Hughes,(Australia),1977-1985,97,1,1,4,0,0,24,0,0,0,
38,Hussain Talat,(Pakistan),2019-2019,1,1,12,16,0,0,8,0,0,0,
39,EH Hutchinson,(USA),2019-2019,4,3,78,82,0,0,6.3,0,0,0,
40,N Ifill,(CAN),2003-2006,4,3,72,88,0,0,7.33,0,0,0,
41,CA Ingram,(South Africa),2010-2013,31,1,6,17,0,0,17,0,0,0,
42,Irfan Fazil,(Pakistan),2000-2000,1,1,36,46,0,0,7.66,0,0,0,
43,Irfan Sajid,(UAE),2014-2014,1,1,30,23,0,0,4.6,0,0,0,
44,Ishtiaq Muhammad,(HKG),2016-2016,1,1,18,24,0,0,8,0,0,0,
45,SS Iyer,(INDIA),2017-2019,12,2,12,15,0,0,7.5,0,0,0,
46,Jahangir Alam Talukdar,(Bangladesh),1990-1990,2,2,42,36,0,0,5.14,0,0,0,
47,Jamaluddin Ahmed,(Bangladesh),2003-2003,1,1,24,28,0,0,7,0,0,0,
48,JA Jameson,(England),1973-1975,3,1,12,3,0,0,1.5,0,0,0,
49,WS Jayantha,(Srilanka),2004-2004,17,6,55,46,0,0,5.01,0,0,0,
0,NGRP Jayasuriya,(Srilanka),2018-2018,2,2,96,95,0,0,5.93,0,0,0,
1,TJ Jenner,(Australia),1975-1975,1,1,64,28,0,0,2.62,0,0,0,
2,Junaid Siddique,(Bangladesh),2007-2011,54,2,12,13,0,0,6.5,0,0,0,
3,Kaleemullah,(OMAN),2019-2019,3,3,90,84,0,0,5.6,0,0,0,
4,SMS Kaluperuma,(Srilanka),1988-1988,2,1,6,3,0,0,3,0,0,0,
5,AL Kandappah,(CAN),2007-2007,2,1,1,4,0,0,24,0,0,0,
6,Karim Janat,(Afghanistan),2017-2017,1,1,24,31,0,0,7.75,0,0,0,
7,FDM Karunaratne,(Srilanka),2011-2019,28,2,16,18,0,0,6.75,0,0,0,
8,S Kaul,(INDIA),2018-2018,3,3,162,179,0,0,6.62,0,0,0,
9,PHT Kaushal,(Srilanka),2015-2015,1,1,36,25,0,0,4.16,0,0,0,
10,JC Kent,(South Africa),2002-2002,2,2,48,57,0,0,7.12,0,0,0,
11,AN Kervezee,(Netherland),2006-2012,39,2,24,34,0,0,8.5,0,0,0,
12,S Keshvani,(CAN),2009-2009,5,2,48,48,0,0,6,0,0,0,
13,G Kirsten,(South Africa),1993-2003,185,3,30,23,0,0,4.6,0,0,0,
14,CKB Kulasekara,(Srilanka),2011-2012,4,4,78,80,0,0,6.15,0,0,0,
15,AJ Lamb,(England),1982-1992,122,1,6,3,0,0,3,0,0,0,
16,CB Lambert,(USA/WI),1990-2004,12,2,72,74,0,0,6.16,0,0,0,
17,JPR Lamsam,(HKG),2004-2008,2,2,36,47,0,0,7.83,0,0,0,
18,W Larkins,(England),1979-1991,25,2,15,22,0,0,8.8,0,0,0,
19,VVS Laxman,(INDIA),1998-2006,86,4,42,40,0,0,5.71,0,0,0,
20,AL Logie,(West Indies),1981-1993,158,4,24,18,0,0,4.5,0,0,0,
21,CH Lonsdale,(BMUDA),2007-2007,1,1,12,19,0,0,9.5,0,0,0,
22,AGR Loudon,(England),2006-2006,1,1,36,36,0,0,6,0,0,0,
23,AJ Mackay,(Zimbabve),2001-2001,3,3,132,137,0,0,6.22,0,0,0,
24,ND McKenzie,(South Africa),2000-2009,64,5,46,27,0,0,3.52,0,0,0,
25,RS Madugalle,(Srilanka),1979-1988,63,1,4,1,0,0,1.5,0,0,0,
26,Mafizur Rahman,(Bangladesh),1997-1997,4,4,66,73,0,0,6.63,0,0,0,
27,RS Mahanama,(Srilanka),1986-1999,213,2,2,7,0,0,21,0,0,0,
28,GI Maiden,(Scotland),2010-2011,7,1,48,38,0,0,4.75,0,0,0,
29,GT Main,(Scotland),2019-2019,1,1,30,30,0,0,6,0,0,0,
30,AO Malhotra,(INDIA),1982-1986,20,1,6,0,0,0,0,0,0,0,
31,Mansoor Rana,(Pakistan),1990-1990,2,1,6,7,0,0,7,0,0,0,
32,Maqsood Rana,(Pakistan),1990-1990,1,1,12,11,0,0,5.5,0,0,0,
33,I Maraj,(CAN),2003-2003,6,1,27,22,0,0,4.88,0,0,0,
34,GR Marsh,(Australia),1986-1992,117,1,6,4,0,0,4,0,0,0,
35,XM Marshall,(USA/WI),2005-2019,33,2,9,6,0,0,4,0,0,0,
36,PS Masvaure,(Zimbabve),2018-2018,2,1,18,19,0,0,6.33,0,0,0,
37,Mazharul Haque,(Bangladesh),2002-2002,1,1,4,4,0,0,6,0,0,0,
38,Mazhar Hussain,(UAE),1994-1996,7,2,48,60,0,0,7.5,0,0,0,
39,GJ McCarter,(Ireland),2014-2014,1,1,48,38,0,0,4.75,0,0,0,
40,Mehrab Hossain,(Bangladesh),1998-2003,18,3,30,42,0,0,8.4,0,0,0,
41,MA Meman,(Zimbabve),1987-1987,1,1,41,34,0,0,4.97,0,0,0,
42,BKG Mendis,(Srilanka),2016-2019,73,2,20,28,0,0,8.4,0,0,0,
